,custid,region,townsize,gender,agecat,edcat,jobcat,empcat,retire,lninc,inccat,debtinc,lncreddebt,lnothdebt,marital,spousedcat,reside,hometype,addresscat,carcatvalue,telecommute,reason,cardspent,tenure,churn,longmon,tollmon,cardmon,wiremon,multline,voice,internet,callwait,forward,confer,ebill,owntv,ownpc
3056,5504-BLDWOO-GFH,Zone 1,"> 250,000",Female,25-34,Some college,Service,2 to 5,No,3.828641396489095,$25 - $49,3.0,-0.6195250406893318,-0.1722128226456668,Married,Some college,4.0,Mobile Home,4 to 7,Standard,No,Convenience,286.27,20.0,No,6.55,40.25,19.5,41.75,No,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes
3057,4381-DVQONV-5D9,Zone 2,"2,500-9,999",Male,>65,Did not complete high school,"Precision Production, Craft, Repair",More than 15,No,3.871201010907891,$25 - $49,10.5,1.1835414994534148,0.5732819786992374,Married,Did not complete high school,2.0,Multiple-Family,More than 25,Economy,No,Service,476.32,44.0,No,12.9,0.0,0.0,0.0,No,No,None,No,Yes,No,No,Yes,No
3058,0902-YHBCII-FN1,Zone 1,"10,000-49,999",Female,35-49,Did not complete high school,Sales and Office,2 to 5,No,3.5553480614894135,$25 - $49,6.7,-0.2685724957171867,0.4577602338284128,Married,Did not complete high school,3.0,Multiple-Family,8 to 15,Standard,No,Service,125.3,67.0,No,17.9,0.0,23.75,0.0,No,No,None,No,No,No,No,Yes,No
3059,6748-SPDOSP-5FK,Zone 5,"10,000-49,999",Male,50-64,Some college,Sales and Office,6 to 10,No,3.8501476017100584,$25 - $49,8.1,-1.9599958889375522,1.2991396102163488,Unmarried,,1.0,Mobile Home,More than 25,Standard,No,,404.34000000000003,60.0,No,13.2,0.0,34.75,0.0,Yes,No,None,No,No,No,No,Yes,No
3060,9671-WTYPVQ-HYH,Zone 1,"10,000-49,999",Male,25-34,High school degree,Agricultural and Natural Resources,2 to 5,No,3.091042453358316,Under $25,18.7,-1.3344764043917,1.3482559887262204,Unmarried,,3.0,Multiple-Family,4 to 7,Economy,No,,361.5,13.0,Yes,3.65,0.0,0.0,0.0,No,No,None,No,No,No,Yes,Yes,Yes
3061,9052-OTJSXS-DGW,Zone 5,"< 2,500",Female,25-34,Some college,Sales and Office,Less than 2,No,3.332204510175204,$25 - $49,7.3,0.17876524059117746,-0.16456808640998075,Unmarried,,3.0,Multiple-Family,Less than 3,Economy,No,,132.83,5.0,No,2.45,13.5,6.75,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3062,8180-JVQZIH-2FR,Zone 1,"> 250,000",Male,35-49,Some college,Sales and Office,2 to 5,No,4.174387269895637,$50 - $74,12.3,1.7077526648950856,0.9076333647829723,Unmarried,,1.0,Multiple-Family,8 to 15,Standard,No,,551.82,21.0,Yes,5.45,0.0,0.0,0.0,No,No,Other,No,No,No,Yes,Yes,Yes
3063,5001-GVAUYC-SDL,Zone 1,"2,500-9,999",Female,25-34,High school degree,Managerial and Professional,6 to 10,No,3.4011973816621555,$25 - $49,15.6,-0.27686083382019766,1.3665609314295013,Married,College degree,5.0,Single-family,8 to 15,,No,,190.37,20.0,No,8.8,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
3064,6765-FEIEKD-M1L,Zone 2,"> 250,000",Male,>65,Some college,Sales and Office,2 to 5,Yes,2.3978952727983707,Under $25,10.5,-2.6047718516487084,0.0779605414692119,Married,High school degree,2.0,Single-family,8 to 15,Economy,No,,155.71,49.0,No,12.65,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
3065,6957-RWZCLU-PDD,Zone 4,"10,000-49,999",Male,25-34,Some college,Service,2 to 5,No,3.7376696182833684,$25 - $49,11.899999999999999,0.8390096075168576,0.9872806479394881,Unmarried,,1.0,Single-family,4 to 7,Standard,No,,1539.39,7.0,Yes,2.35,0.0,0.0,16.95,No,No,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes
3066,0140-CCGMEW-LAS,Zone 5,"10,000-49,999",Female,18-24,College degree,"Operation, Fabrication, General Labor",Less than 2,No,3.258096538021482,$25 - $49,7.3999999999999995,0.26432234617365274,-0.47569660351596593,Unmarried,,3.0,Condominium/Townhouse,Less than 3,Economy,No,,883.83,13.0,Yes,2.5,0.0,0.0,0.0,No,No,DSL,No,No,No,No,Yes,Yes
3067,8458-ZNONLP-7AN,Zone 5,"2,500-9,999",Male,18-24,High school degree,"Operation, Fabrication, General Labor",2 to 5,No,3.1780538303479458,Under $25,13.600000000000001,-0.655897639660045,1.0097898180926717,Married,High school degree,5.0,Single-family,Less than 3,Economy,No,,304.09000000000003,58.0,No,12.1,32.5,12.75,52.5,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
3068,0771-LRAAQG-O19,Zone 1,"> 250,000",Male,35-49,College degree,Sales and Office,2 to 5,No,3.4339872044851463,$25 - $49,8.5,0.2955386287295602,0.2555332941158609,Married,Some college,2.0,Multiple-Family,16 to 25,Economy,No,,245.85,62.0,No,17.95,23.25,39.25,34.35,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
3069,3681-CUNOXM-OU5,Zone 1,"> 250,000",Male,>65,Did not complete high school,Sales and Office,11 to 15,No,3.7376696182833684,$25 - $49,10.9,1.102711873873555,0.44831767961084323,Unmarried,,1.0,Single-family,More than 25,Standard,No,Prices,250.65,65.0,No,18.95,0.0,10.25,0.0,Yes,No,None,No,No,No,No,Yes,Yes
3070,2029-UWAXQR-GJC,Zone 1,"10,000-49,999",Female,>65,High school degree,Managerial and Professional,More than 15,No,5.25227342804663,$125+,9.700000000000001,2.046955281110495,2.3779442963171764,Unmarried,,1.0,Single-family,More than 25,Luxury,No,,281.6,70.0,No,26.0,64.5,15.75,0.0,Yes,No,None,Yes,Yes,Yes,No,Yes,Yes
3071,0255-GKHBCO-T2C,Zone 1,"> 250,000",Male,>65,Did not complete high school,Agricultural and Natural Resources,More than 15,Yes,2.302585092994046,Under $25,2.0,-2.5083800059736423,-2.131998792418512,Unmarried,,1.0,Multiple-Family,16 to 25,Economy,Yes,,154.26,37.0,No,22.2,0.0,0.0,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
3072,5606-TKRKFE-DMZ,Zone 1,"10,000-49,999",Female,50-64,College degree,Managerial and Professional,2 to 5,No,4.7535901911063645,$75 - $124,7.000000000000001,0.4646895344219669,1.876174144370416,Unmarried,,1.0,Single-family,8 to 15,Luxury,Yes,Convenience,513.29,64.0,No,6.8,27.75,11.75,0.0,No,No,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes
3073,1083-CDPIPL-6WB,Zone 1,"> 250,000",Female,25-34,College degree,Agricultural and Natural Resources,2 to 5,No,2.70805020110221,Under $25,5.0,-1.3205066205818874,-0.7277386253295643,Unmarried,,2.0,Single-family,4 to 7,Economy,No,,88.67,2.0,Yes,3.3,0.0,13.25,0.0,No,Yes,Other,No,No,No,Yes,Yes,Yes
3074,4565-XBULTL-4TI,Zone 4,"< 2,500",Female,35-49,Some college,"Operation, Fabrication, General Labor",6 to 10,No,4.574710978503383,$75 - $124,4.2,-0.5263962187569486,1.2479715077592373,Married,Some college,6.0,Multiple-Family,16 to 25,Standard,No,,304.62,28.0,No,14.6,26.5,40.25,32.8,No,Yes,None,Yes,Yes,Yes,No,Yes,Yes
3075,0144-YKOEQZ-47I,Zone 3,"10,000-49,999",Male,25-34,College degree,Managerial and Professional,Less than 2,No,4.189654742026425,$50 - $74,6.1,0.2312212387756159,1.017352340457812,Married,Some college,5.0,Single-family,Less than 3,Standard,Yes,Convenience,405.36,18.0,No,6.35,36.5,14.75,30.45,No,No,None,Yes,Yes,Yes,No,Yes,Yes
3076,7915-XTMPOV-KMN,Zone 1,"> 250,000",Female,35-49,College degree,Sales and Office,2 to 5,No,3.828641396489095,$25 - $49,6.3,0.3926351551200581,0.34862805439122563,Married,College degree,5.0,Condominium/Townhouse,16 to 25,Standard,No,,312.18,18.0,No,6.45,0.0,0.0,0.0,No,No,Dial-up,Yes,No,Yes,Yes,Yes,Yes
3077,3451-IFSLIR-IY6,Zone 3,"2,500-9,999",Female,35-49,Some college,Sales and Office,Less than 2,No,4.248495242049359,$50 - $74,4.3999999999999995,-0.407547274312489,0.8815833383537537,Married,High school degree,2.0,Condominium/Townhouse,8 to 15,,No,,198.13,1.0,No,1.75,16.75,0.0,32.7,No,Yes,Dial-up,Yes,Yes,Yes,Yes,No,Yes
3078,1279-NZUIEV-QK5,Zone 3,"> 250,000",Male,35-49,High school degree,Managerial and Professional,2 to 5,No,3.4339872044851463,$25 - $49,4.2,-0.4114057186452368,-0.447409607401239,Unmarried,,2.0,Condominium/Townhouse,8 to 15,Economy,Yes,,357.76,7.0,No,6.55,13.0,20.5,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3079,1324-NCYPKT-S21,Zone 2,"10,000-49,999",Female,>65,Post-undergraduate degree,Sales and Office,2 to 5,No,4.189654742026425,$50 - $74,15.6,1.4474477842727211,1.799025011139785,Married,Some college,3.0,Single-family,More than 25,Standard,No,,363.67,54.0,No,10.95,0.0,0.0,0.0,Yes,No,Other,No,No,No,No,Yes,Yes
3080,7406-DHAGWP-Q8N,Zone 4,"50,000-249,999",Female,18-24,Did not complete high school,Sales and Office,Less than 2,No,2.833213344056216,Under $25,5.8999999999999995,-1.197649505253463,-0.35510902776852854,Married,Did not complete high school,4.0,Multiple-Family,4 to 7,Economy,No,,397.85,16.0,No,4.6,24.25,5.75,0.0,No,Yes,None,Yes,Yes,Yes,No,Yes,Yes
3081,7270-VFFKKK-IA4,Zone 1,"2,500-9,999",Male,35-49,College degree,Managerial and Professional,6 to 10,No,4.330733340286331,$75 - $124,18.8,1.2069858605097077,2.3928469148925977,Unmarried,,1.0,Multiple-Family,8 to 15,Luxury,Yes,,514.87,28.0,Yes,5.6,28.0,50.25,67.65,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
3082,1544-QTSJCY-A59,Zone 2,"10,000-49,999",Male,35-49,College degree,Sales and Office,Less than 2,No,4.574710978503383,$75 - $124,3.9,0.8246792633959407,0.40669834735594546,Unmarried,,1.0,Single-family,8 to 15,Luxury,No,,976.8000000000001,30.0,Yes,4.6,21.75,9.75,26.35,No,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
3083,4959-NYYXHA-GMN,Zone 2,"< 2,500",Female,18-24,Some college,Agricultural and Natural Resources,Less than 2,No,3.5553480614894135,$25 - $49,20.3,1.3593187695149425,1.1667256623991582,Married,Post-undergraduate degree,3.0,Multiple-Family,4 to 7,Standard,No,,445.40000000000003,14.0,Yes,6.95,23.25,22.5,27.2,Yes,Yes,Other,Yes,No,Yes,No,Yes,Yes
3084,0490-NIIOCS-NBA,Zone 3,"50,000-249,999",Male,25-34,College degree,Managerial and Professional,2 to 5,No,4.189654742026425,$50 - $74,8.3,1.1421237832385474,0.8521079874405464,Unmarried,,1.0,Condominium/Townhouse,4 to 7,Standard,No,,131.38,38.0,No,12.95,0.0,20.5,59.65,Yes,Yes,Other,No,Yes,Yes,Yes,Yes,Yes
3085,8127-XWSRLA-YJH,Zone 1,"50,000-249,999",Male,50-64,Did not complete high school,Agricultural and Natural Resources,More than 15,No,5.056245805348308,$125+,10.8,2.1553144910587765,2.1193106023027743,Married,High school degree,4.0,Single-family,More than 25,Luxury,Yes,,823.79,46.0,No,9.6,22.0,10.25,0.0,No,No,None,No,No,No,No,Yes,Yes
3086,1065-BWJXYQ-V5E,Zone 2,"> 250,000",Female,35-49,Did not complete high school,Agricultural and Natural Resources,2 to 5,No,3.044522437723423,Under $25,7.3,-1.3388651225898003,0.23969147604283492,Married,High school degree,3.0,Condominium/Townhouse,8 to 15,Economy,No,,258.57,35.0,No,9.3,0.0,0.0,0.0,Yes,No,Dial-up,No,No,No,No,Yes,Yes
3087,6618-NDOUFC-UPO,Zone 4,"2,500-9,999",Male,50-64,College degree,Sales and Office,6 to 10,No,3.6375861597263857,$25 - $49,7.000000000000001,-0.6564295976247825,0.7614131212300341,Unmarried,,1.0,Condominium/Townhouse,16 to 25,Standard,No,,132.7,67.0,No,9.15,40.5,13.5,0.0,Yes,No,Dial-up,Yes,Yes,Yes,No,Yes,Yes
3088,7165-XBBEDL-H2Y,Zone 5,"< 2,500",Male,50-64,College degree,Managerial and Professional,11 to 15,Yes,2.302585092994046,Under $25,18.4,-2.366164074636917,0.557419091248685,Married,College degree,2.0,Single-family,16 to 25,Economy,No,,93.54,61.0,No,20.35,0.0,23.75,0.0,Yes,No,Other,No,No,No,Yes,Yes,Yes
3089,5645-HXJQGX-G5C,Zone 1,"10,000-49,999",Female,18-24,Some college,Sales and Office,Less than 2,No,3.1780538303479458,Under $25,16.0,0.4874505428494561,0.7938247483133897,Unmarried,,3.0,Condominium/Townhouse,Less than 3,Economy,No,,160.76,4.0,No,3.55,16.75,30.75,0.0,No,No,Dial-up,Yes,Yes,No,No,Yes,Yes
3090,3205-RLFANE-F8N,Zone 2,"10,000-49,999",Male,25-34,High school degree,"Precision Production, Craft, Repair",2 to 5,No,2.9444389791664403,Under $25,4.8,-1.3758530617026041,-0.4164613457311781,Unmarried,,1.0,Multiple-Family,4 to 7,Economy,No,,119.41,33.0,No,9.6,19.5,13.75,0.0,No,No,None,Yes,No,Yes,No,Yes,No
3091,5108-FDPWWG-WO0,Zone 2,"50,000-249,999",Female,50-64,Some college,"Operation, Fabrication, General Labor",More than 15,Yes,3.8918202981106265,$25 - $49,14.099999999999998,0.7712728210646739,1.5574039227468701,Married,High school degree,3.0,Multiple-Family,More than 25,Standard,No,Service,606.49,70.0,No,32.1,34.5,19.5,0.0,No,No,None,No,No,Yes,No,Yes,No
3092,0342-ZGHGJT-9OL,Zone 2,"2,500-9,999",Female,25-34,High school degree,"Precision Production, Craft, Repair",6 to 10,No,3.4339872044851463,$25 - $49,7.8,-0.4602941194668426,0.5804833941586657,Unmarried,,1.0,Multiple-Family,8 to 15,Economy,Yes,,288.79,8.0,Yes,4.2,0.0,36.0,0.0,No,No,Cable modem,Yes,No,Yes,No,Yes,Yes
3093,1889-TEMGVP-F4B,Zone 2,"10,000-49,999",Female,50-64,High school degree,Sales and Office,2 to 5,No,3.784189633918261,$25 - $49,4.1000000000000005,-0.6865370755203395,0.2628902799432439,Unmarried,,1.0,Single-family,16 to 25,,No,,321.49,39.0,No,16.0,19.75,0.0,0.0,Yes,Yes,None,No,Yes,Yes,No,Yes,No
3094,7452-LHMCQF-Q3J,Zone 1,"> 250,000",Female,>65,Did not complete high school,Sales and Office,6 to 10,Yes,2.1972245773362196,Under $25,3.1,-2.0358304802252616,-1.907655286801264,Unmarried,,1.0,Single-family,More than 25,,No,,59.34,39.0,No,9.35,0.0,0.0,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
3095,1123-TFVLIA-C6F,Zone 1,"> 250,000",Female,>65,Post-undergraduate degree,Sales and Office,11 to 15,Yes,2.1972245773362196,Under $25,13.4,-0.7646088112123125,-0.300451252530001,Unmarried,,1.0,Single-family,More than 25,Economy,No,,110.72,65.0,No,30.75,0.0,14.5,0.0,Yes,No,Cable modem,Yes,No,No,No,No,Yes
3096,4050-QDYQAT-KRZ,Zone 4,"< 2,500",Male,35-49,Some college,Service,6 to 10,No,3.6635616461296463,$25 - $49,8.0,-0.8354483440300543,0.9881722272669848,Married,High school degree,2.0,Single-family,4 to 7,Economy,Yes,,123.52,24.0,No,6.6,28.75,14.25,0.0,No,Yes,None,Yes,Yes,Yes,No,Yes,No
3097,6738-QPDWSF-94T,Zone 5,"50,000-249,999",Female,35-49,College degree,Service,6 to 10,No,4.74493212836325,$75 - $124,19.8,2.0954243828731505,2.6838333253311304,Married,High school degree,5.0,Single-family,16 to 25,Luxury,No,,185.15,20.0,No,11.45,19.0,15.25,30.75,No,Yes,None,Yes,Yes,Yes,Yes,Yes,No
3098,5818-QGNWFO-WG9,Zone 4,"50,000-249,999",Male,25-34,High school degree,"Precision Production, Craft, Repair",11 to 15,No,3.58351893845611,$25 - $49,5.2,0.5381761643487846,-1.8380966444364208,Married,Did not complete high school,4.0,Multiple-Family,8 to 15,Economy,No,,482.63,19.0,No,4.5,0.0,0.0,0.0,Yes,No,DSL,No,No,No,No,Yes,Yes
3099,4127-FXKNGV-3HP,Zone 3,"10,000-49,999",Female,35-49,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,4.127134385045092,$50 - $74,5.3,-0.783610326236369,1.04001024506067,Unmarried,,1.0,Multiple-Family,8 to 15,Standard,No,,398.53000000000003,58.0,No,30.0,18.75,12.0,0.0,Yes,No,None,Yes,Yes,No,No,Yes,Yes
3100,1226-LBGDPO-XZ6,Zone 4,"50,000-249,999",Male,>65,Did not complete high school,Sales and Office,6 to 10,Yes,2.3978952727983707,Under $25,4.7,-1.965348862576144,-0.9757939514471867,Married,High school degree,2.0,Multiple-Family,More than 25,Economy,No,,279.19,71.0,No,27.7,42.25,19.75,38.8,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
3101,1185-HDYZLU-09O,Zone 5,"2,500-9,999",Female,>65,Did not complete high school,Sales and Office,11 to 15,Yes,2.3978952727983707,Under $25,3.5999999999999996,-2.5923493316501514,-1.1358282925943806,Married,High school degree,2.0,Multiple-Family,16 to 25,,No,,308.83,62.0,No,12.15,0.0,30.0,0.0,Yes,No,None,No,No,No,No,Yes,No
3102,0740-RKMLMA-841,Zone 1,"2,500-9,999",Male,35-49,High school degree,Sales and Office,Less than 2,No,2.833213344056216,Under $25,15.1,-0.7339087602385472,0.7357137324546767,Married,High school degree,5.0,Multiple-Family,16 to 25,Economy,No,,180.51,12.0,No,3.65,0.0,0.0,0.0,No,No,Dial-up,No,No,No,No,Yes,Yes
3103,1387-YTTEPG-UWM,Zone 5,"< 2,500",Male,>65,High school degree,"Operation, Fabrication, General Labor",More than 15,Yes,2.8903717578961645,Under $25,16.6,-1.4437031592445448,1.0123090245437407,Married,Some college,2.0,Multiple-Family,16 to 25,Economy,No,,435.76,18.0,No,5.3,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
3104,6495-YYHFOG-2ZD,Zone 3,"50,000-249,999",Female,50-64,College degree,"Operation, Fabrication, General Labor",More than 15,No,5.6131281063880705,$125+,5.4,1.6919634430426407,2.2370720171322467,Married,High school degree,2.0,Single-family,More than 25,Luxury,No,,996.6,61.0,No,21.2,38.75,12.0,31.75,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,Yes
3105,6082-ZTDRNG-W1I,Zone 4,"2,500-9,999",Male,25-34,College degree,"Operation, Fabrication, General Labor",6 to 10,No,3.6888794541139363,$25 - $49,5.0,-0.6462635946610948,0.3893357261782807,Married,Some college,2.0,Single-family,8 to 15,,No,,419.42,51.0,No,12.75,28.75,0.0,0.0,Yes,No,None,Yes,Yes,No,No,Yes,No
3106,8590-ODBHMF-7EP,Zone 5,"2,500-9,999",Female,25-34,College degree,Agricultural and Natural Resources,2 to 5,No,2.772588722239781,Under $25,2.6,-2.909627974501859,-1.0174821724376188,Unmarried,,1.0,Single-family,8 to 15,Economy,No,,176.94,23.0,No,5.3,0.0,0.0,28.1,Yes,Yes,None,No,No,Yes,Yes,Yes,Yes
3107,4113-SDMMYG-G8Z,Zone 5,"< 2,500",Male,35-49,Post-undergraduate degree,Managerial and Professional,2 to 5,No,5.459585514144159,$125+,1.7999999999999998,-0.5602785074855211,1.2971762210079287,Married,High school degree,4.0,Mobile Home,16 to 25,Luxury,No,,231.28,18.0,No,7.2,19.0,8.25,32.05,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes
3108,9246-LLUDZC-NK7,Zone 5,"10,000-49,999",Female,18-24,High school degree,Sales and Office,Less than 2,No,3.1354942159291497,Under $25,10.7,0.3331717961545338,0.06355022042927154,Married,Did not complete high school,5.0,Condominium/Townhouse,Less than 3,Economy,No,,141.36,20.0,No,12.7,0.0,13.0,0.0,No,No,None,Yes,Yes,No,No,Yes,No
3109,1707-MZDKNH-2Y0,Zone 4,"< 2,500",Male,18-24,Some college,"Operation, Fabrication, General Labor",Less than 2,No,2.772588722239781,Under $25,2.5,-2.4674597361842796,-1.1545479209984129,Unmarried,,1.0,Single-family,Less than 3,Economy,Yes,,167.16,8.0,No,6.85,0.0,0.0,0.0,No,No,DSL,No,No,No,Yes,Yes,Yes
3110,7898-VVDOKL-C9F,Zone 2,"50,000-249,999",Female,35-49,Some college,Sales and Office,6 to 10,No,3.6375861597263857,$25 - $49,5.0,-0.4637830174326792,0.23988266731848626,Married,Some college,5.0,Condominium/Townhouse,16 to 25,Economy,No,,307.74,45.0,No,6.9,38.5,13.75,0.0,Yes,No,Other,Yes,Yes,Yes,No,Yes,Yes
3111,3120-WKGJZA-3O5,Zone 5,"10,000-49,999",Male,50-64,Some college,Managerial and Professional,6 to 10,No,4.31748811353631,$75 - $124,8.5,-0.5555615176073819,1.7580734115732486,Married,High school degree,2.0,Single-family,More than 25,Standard,No,,644.0600000000001,46.0,No,13.7,0.0,40.0,0.0,No,No,DSL,No,No,No,No,Yes,Yes
3112,6454-DJXEDN-YR3,Zone 5,"< 2,500",Female,35-49,Post-undergraduate degree,Managerial and Professional,2 to 5,No,3.5553480614894135,$25 - $49,12.6,0.306219193450192,1.1157053660942873,Unmarried,,1.0,Mobile Home,8 to 15,Economy,No,,120.81,37.0,No,9.45,0.0,6.25,0.0,Yes,No,Cable modem,No,Yes,No,Yes,Yes,Yes
3113,0721-UPHBYA-KDA,Zone 2,"> 250,000",Female,50-64,Did not complete high school,Sales and Office,2 to 5,No,3.2188758248682006,$25 - $49,2.4,-1.6691879168398742,-0.8877032750222426,Married,High school degree,2.0,Single-family,8 to 15,Economy,No,,44.37,16.0,No,4.95,22.25,0.0,0.0,No,No,None,No,No,Yes,No,Yes,No
3114,4706-MHDIDJ-AN6,Zone 3,"50,000-249,999",Female,>65,College degree,"Operation, Fabrication, General Labor",More than 15,Yes,3.295836866004329,$25 - $49,2.6,-0.466990573061964,-2.5887483194765566,Unmarried,,1.0,Single-family,More than 25,Economy,No,,124.19,72.0,No,62.5,37.25,21.5,0.0,Yes,No,None,No,No,No,No,Yes,Yes
3115,1181-IYWSXJ-S0C,Zone 1,"> 250,000",Female,25-34,Did not complete high school,Sales and Office,Less than 2,No,3.2188758248682006,$25 - $49,9.0,-2.4332634166361617,0.7711493462044843,Married,High school degree,3.0,Single-family,4 to 7,Economy,No,,265.42,69.0,No,39.2,0.0,20.0,0.0,Yes,No,Dial-up,No,No,No,No,Yes,Yes
3116,1541-VVBZZE-2V2,Zone 1,"50,000-249,999",Female,>65,Did not complete high school,"Precision Production, Craft, Repair",More than 15,No,4.8283137373023015,$125+,6.1,0.8794192570982504,1.6516349611338887,Unmarried,,1.0,Single-family,More than 25,Luxury,No,Prices,272.11,71.0,No,38.75,0.0,18.25,0.0,Yes,No,None,No,Yes,Yes,No,Yes,No
3117,8632-GOCPQE-72H,Zone 1,"< 2,500",Male,>65,College degree,Managerial and Professional,2 to 5,No,3.58351893845611,$25 - $49,19.8,1.3272638430446706,1.211133505202789,Married,Post-undergraduate degree,2.0,Multiple-Family,More than 25,Economy,Yes,,147.67000000000002,34.0,No,7.55,0.0,5.25,0.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes
3118,9402-KGKHDE-WVK,Zone 3,"> 250,000",Female,50-64,Did not complete high school,"Precision Production, Craft, Repair",More than 15,No,4.330733340286331,$75 - $124,5.8999999999999995,-0.24245379984870943,1.3081436125624575,Married,High school degree,2.0,Condominium/Townhouse,More than 25,,No,,527.01,40.0,No,7.8,26.75,13.5,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3119,4450-XGEADS-DGC,Zone 2,"> 250,000",Female,25-34,Some college,"Precision Production, Craft, Repair",2 to 5,No,3.8066624897703196,$25 - $49,4.9,-0.8859191532287409,0.5837033394644828,Unmarried,,1.0,Single-family,4 to 7,Standard,No,,194.13,42.0,No,12.85,38.25,32.25,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3120,1866-CKCXLR-VFF,Zone 4,"2,500-9,999",Female,35-49,College degree,"Operation, Fabrication, General Labor",6 to 10,No,4.430816798843313,$75 - $124,2.9000000000000004,-0.6192352276167338,0.6406131167362619,Unmarried,,1.0,Mobile Home,8 to 15,Standard,No,Convenience,409.54,42.0,No,8.5,26.5,10.5,0.0,Yes,Yes,Cable modem,No,Yes,Yes,No,Yes,Yes
3121,0417-AAEGSX-04Q,Zone 1,"10,000-49,999",Female,25-34,Did not complete high school,"Precision Production, Craft, Repair",2 to 5,No,3.2188758248682006,$25 - $49,12.8,-1.3019532126861397,1.074319596099065,Married,Some college,5.0,Multiple-Family,4 to 7,Economy,No,,473.94,5.0,No,1.95,29.5,14.5,38.6,No,Yes,None,Yes,Yes,Yes,Yes,Yes,Yes
3122,2432-GMKJZY-WRF,Zone 4,"2,500-9,999",Female,35-49,High school degree,Managerial and Professional,2 to 5,No,3.4339872044851463,$25 - $49,7.7,-0.4100968179348069,0.5443072072673822,Married,Did not complete high school,5.0,Condominium/Townhouse,8 to 15,Economy,No,,264.27,23.0,No,7.05,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
3123,7305-NXHYEK-ON9,Zone 5,"> 250,000",Female,35-49,College degree,Managerial and Professional,2 to 5,No,4.430816798843313,$75 - $124,17.4,0.8863493284501117,2.5005949424523153,Unmarried,,4.0,Single-family,8 to 15,Standard,No,,283.82,25.0,Yes,6.3,25.0,6.25,43.95,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes
3124,9953-WBREQG-X9M,Zone 3,"50,000-249,999",Female,35-49,College degree,Managerial and Professional,2 to 5,No,4.07753744390572,$50 - $74,22.400000000000002,1.460570319163193,2.186903048708792,Unmarried,,2.0,Condominium/Townhouse,8 to 15,Luxury,No,,703.0600000000001,43.0,Yes,10.8,0.0,15.0,0.0,Yes,No,Dial-up,Yes,No,Yes,No,Yes,Yes
3125,4001-AOWFME-CMG,Zone 3,"10,000-49,999",Female,25-34,College degree,"Precision Production, Craft, Repair",6 to 10,No,5.0238805208462765,$125+,21.5,2.3566603142323217,3.0966792639219403,Unmarried,,1.0,Mobile Home,4 to 7,Luxury,No,,963.8100000000001,68.0,No,19.25,19.5,24.0,93.55,Yes,Yes,Other,Yes,Yes,No,Yes,Yes,Yes
3126,5334-ZONESS-G7E,Zone 2,"> 250,000",Male,35-49,College degree,"Operation, Fabrication, General Labor",11 to 15,No,4.955827057601261,$125+,4.0,0.1325008618099985,1.5125568995171976,Unmarried,,1.0,Single-family,16 to 25,Luxury,No,,267.14,65.0,No,7.7,33.5,11.5,57.7,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
3127,0900-YMDOLS-JXB,Zone 3,"10,000-49,999",Male,35-49,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,4.382026634673881,$75 - $124,6.4,-0.7420013467774647,1.535541610184416,Married,High school degree,2.0,Multiple-Family,16 to 25,Luxury,No,,127.11,67.0,No,9.75,31.75,23.75,0.0,No,No,None,No,Yes,No,No,Yes,No
3128,9784-YBTNDX-GDJ,Zone 1,"< 2,500",Female,35-49,College degree,Sales and Office,Less than 2,No,3.258096538021482,$25 - $49,6.1,-1.3285463433527258,0.2784934863973618,Unmarried,,1.0,Single-family,8 to 15,Economy,No,,239.58,17.0,No,4.9,0.0,0.0,0.0,No,No,None,Yes,No,Yes,No,Yes,Yes
